line_no,raw_line,time_raw,time,module,level,pid,tid,client_ip,client_port,error_code,message,parse_status,record_type,parse_note
70,[Mon Jun 16 15:33:18.507287 2025] [mpm_event:notice] [pid 971:tid 140566996662592] AH00489: Apache/2.4.37 (Rocky Linux) configured -- resuming normal operations,Mon Jun 16 15:33:18.507287 2025,2025-06-16 15:33:18.507287,mpm_event,notice,971,140566996662592,,,AH00489,AH00489: Apache/2.4.37 (Rocky Linux) configured -- resuming normal operations,SUCCESS,STANDARD_HEADER,
71,[Mon Jun 16 15:33:18.507355 2025] [core:notice] [pid 971:tid 140566996662592] AH00094: Command line: '/usr/sbin/httpd -D FOREGROUND',Mon Jun 16 15:33:18.507355 2025,2025-06-16 15:33:18.507355,core,notice,971,140566996662592,,,AH00094,AH00094: Command line: '/usr/sbin/httpd -D FOREGROUND',SUCCESS,STANDARD_HEADER,
72,[Mon Jun 16 15:35:34.165904 2025] [proxy:error] [pid 1268:tid 140566400009984] (70007)The timeout specified has expired: AH00957: HTTP: attempt to connect to 210.110.104.16:5000 (210.110.104.16) failed,Mon Jun 16 15:35:34.165904 2025,2025-06-16 15:35:34.165904,proxy,error,1268,140566400009984,,,AH00957,(70007)The timeout specified has expired: AH00957: HTTP: attempt to connect to 210.110.104.16:5000 (210.110.104.16) failed,SUCCESS,STANDARD_HEADER,
73,[Mon Jun 16 15:35:34.165972 2025] [proxy_http:error] [pid 1268:tid 140566400009984] [client 210.110.68.35:60529] AH01114: HTTP: failed to make connection to backend: 210.110.104.16,Mon Jun 16 15:35:34.165972 2025,2025-06-16 15:35:34.165972,proxy_http,error,1268,140566400009984,210.110.68.35,60529,AH01114,AH01114: HTTP: failed to make connection to backend: 210.110.104.16,SUCCESS,STANDARD_HEADER,
74,[Mon Jun 16 15:36:34.247609 2025] [proxy:error] [pid 1268:tid 140566391617280] (70007)The timeout specified has expired: AH00957: HTTP: attempt to connect to 210.110.104.16:5000 (210.110.104.16) failed,Mon Jun 16 15:36:34.247609 2025,2025-06-16 15:36:34.247609,proxy,error,1268,140566391617280,,,AH00957,(70007)The timeout specified has expired: AH00957: HTTP: attempt to connect to 210.110.104.16:5000 (210.110.104.16) failed,SUCCESS,STANDARD_HEADER,
75,"[Mon Jun 16 15:36:34.247684 2025] [proxy_http:error] [pid 1268:tid 140566391617280] [client 210.110.68.35:60547] AH01114: HTTP: failed to make connection to backend: 210.110.104.16, referer: http://114.70.38.81/",Mon Jun 16 15:36:34.247684 2025,2025-06-16 15:36:34.247684,proxy_http,error,1268,140566391617280,210.110.68.35,60547,AH01114,"AH01114: HTTP: failed to make connection to backend: 210.110.104.16, referer: http://114.70.38.81/",SUCCESS,STANDARD_HEADER,
76,[Mon Jun 16 15:37:20.188231 2025] [proxy:error] [pid 1268:tid 140566050350848] (70007)The timeout specified has expired: AH00957: HTTP: attempt to connect to 210.110.104.16:5000 (210.110.104.16) failed,Mon Jun 16 15:37:20.188231 2025,2025-06-16 15:37:20.188231,proxy,error,1268,140566050350848,,,AH00957,(70007)The timeout specified has expired: AH00957: HTTP: attempt to connect to 210.110.104.16:5000 (210.110.104.16) failed,SUCCESS,STANDARD_HEADER,
77,[Mon Jun 16 15:37:20.188285 2025] [proxy_http:error] [pid 1268:tid 140566050350848] [client 210.110.68.35:60551] AH01114: HTTP: failed to make connection to backend: 210.110.104.16,Mon Jun 16 15:37:20.188285 2025,2025-06-16 15:37:20.188285,proxy_http,error,1268,140566050350848,210.110.68.35,60551,AH01114,AH01114: HTTP: failed to make connection to backend: 210.110.104.16,SUCCESS,STANDARD_HEADER,
78,[Mon Jun 16 15:38:15.389233 2025] [proxy:error] [pid 1268:tid 140566033565440] (70007)The timeout specified has expired: AH00957: HTTP: attempt to connect to 210.110.104.16:5000 (210.110.104.16) failed,Mon Jun 16 15:38:15.389233 2025,2025-06-16 15:38:15.389233,proxy,error,1268,140566033565440,,,AH00957,(70007)The timeout specified has expired: AH00957: HTTP: attempt to connect to 210.110.104.16:5000 (210.110.104.16) failed,SUCCESS,STANDARD_HEADER,
79,[Mon Jun 16 15:38:15.389287 2025] [proxy_http:error] [pid 1268:tid 140566033565440] [client 114.70.38.81:43648] AH01114: HTTP: failed to make connection to backend: 210.110.104.16,Mon Jun 16 15:38:15.389287 2025,2025-06-16 15:38:15.389287,proxy_http,error,1268,140566033565440,114.70.38.81,43648,AH01114,AH01114: HTTP: failed to make connection to backend: 210.110.104.16,SUCCESS,STANDARD_HEADER,
80,[Mon Jun 16 15:38:20.298318 2025] [proxy:error] [pid 1268:tid 140566016780032] (70007)The timeout specified has expired: AH00957: HTTP: attempt to connect to 210.110.104.16:5000 (210.110.104.16) failed,Mon Jun 16 15:38:20.298318 2025,2025-06-16 15:38:20.298318,proxy,error,1268,140566016780032,,,AH00957,(70007)The timeout specified has expired: AH00957: HTTP: attempt to connect to 210.110.104.16:5000 (210.110.104.16) failed,SUCCESS,STANDARD_HEADER,
81,"[Mon Jun 16 15:38:20.298371 2025] [proxy_http:error] [pid 1268:tid 140566016780032] [client 210.110.68.35:60562] AH01114: HTTP: failed to make connection to backend: 210.110.104.16, referer: http://114.70.38.81/",Mon Jun 16 15:38:20.298371 2025,2025-06-16 15:38:20.298371,proxy_http,error,1268,140566016780032,210.110.68.35,60562,AH01114,"AH01114: HTTP: failed to make connection to backend: 210.110.104.16, referer: http://114.70.38.81/",SUCCESS,STANDARD_HEADER,
82,[Mon Jun 16 15:43:38.723564 2025] [proxy:error] [pid 1269:tid 140566293640960] (70007)The timeout specified has expired: AH00957: HTTP: attempt to connect to 210.110.104.16:5000 (210.110.104.16) failed,Mon Jun 16 15:43:38.723564 2025,2025-06-16 15:43:38.723564,proxy,error,1269,140566293640960,,,AH00957,(70007)The timeout specified has expired: AH00957: HTTP: attempt to connect to 210.110.104.16:5000 (210.110.104.16) failed,SUCCESS,STANDARD_HEADER,
83,[Mon Jun 16 15:43:38.723624 2025] [proxy_http:error] [pid 1269:tid 140566293640960] [client 210.110.68.35:60624] AH01114: HTTP: failed to make connection to backend: 210.110.104.16,Mon Jun 16 15:43:38.723624 2025,2025-06-16 15:43:38.723624,proxy_http,error,1269,140566293640960,210.110.68.35,60624,AH01114,AH01114: HTTP: failed to make connection to backend: 210.110.104.16,SUCCESS,STANDARD_HEADER,
84,[Mon Jun 16 15:44:38.825820 2025] [proxy:error] [pid 1268:tid 140565999994624] (70007)The timeout specified has expired: AH00957: HTTP: attempt to connect to 210.110.104.16:5000 (210.110.104.16) failed,Mon Jun 16 15:44:38.825820 2025,2025-06-16 15:44:38.825820,proxy,error,1268,140565999994624,,,AH00957,(70007)The timeout specified has expired: AH00957: HTTP: attempt to connect to 210.110.104.16:5000 (210.110.104.16) failed,SUCCESS,STANDARD_HEADER,
85,"[Mon Jun 16 15:44:38.825872 2025] [proxy_http:error] [pid 1268:tid 140565999994624] [client 210.110.68.35:60635] AH01114: HTTP: failed to make connection to backend: 210.110.104.16, referer: http://114.70.38.81/",Mon Jun 16 15:44:38.825872 2025,2025-06-16 15:44:38.825872,proxy_http,error,1268,140565999994624,210.110.68.35,60635,AH01114,"AH01114: HTTP: failed to make connection to backend: 210.110.104.16, referer: http://114.70.38.81/",SUCCESS,STANDARD_HEADER,
86,"[Mon Jun 16 15:47:23.681876 2025] [mpm_event:notice] [pid 971:tid 140566996662592] AH00492: caught SIGWINCH, shutting down gracefully",Mon Jun 16 15:47:23.681876 2025,2025-06-16 15:47:23.681876,mpm_event,notice,971,140566996662592,,,AH00492,"AH00492: caught SIGWINCH, shutting down gracefully",SUCCESS,STANDARD_HEADER,
87,[Mon Jun 16 15:47:24.759522 2025] [suexec:notice] [pid 8619:tid 139944384870720] AH01232: suEXEC mechanism enabled (wrapper: /usr/sbin/suexec),Mon Jun 16 15:47:24.759522 2025,2025-06-16 15:47:24.759522,suexec,notice,8619,139944384870720,,,AH01232,AH01232: suEXEC mechanism enabled (wrapper: /usr/sbin/suexec),SUCCESS,STANDARD_HEADER,
88,"AH00558: httpd: Could not reliably determine the server's fully qualified domain name, using localhost.localdomain. Set the 'ServerName' directive globally to suppress this message",,,,,,,,,AH00558,"AH00558: httpd: Could not reliably determine the server's fully qualified domain name, using localhost.localdomain. Set the 'ServerName' directive globally to suppress this message",PARTIAL,MISSING_TIMESTAMP_HEADER,MISSING_TIMESTAMP_HEADER
89,[Mon Jun 16 15:47:24.775865 2025] [lbmethod_heartbeat:notice] [pid 8619:tid 139944384870720] AH02282: No slotmem from mod_heartmonitor,Mon Jun 16 15:47:24.775865 2025,2025-06-16 15:47:24.775865,lbmethod_heartbeat,notice,8619,139944384870720,,,AH02282,AH02282: No slotmem from mod_heartmonitor,SUCCESS,STANDARD_HEADER,
90,[Mon Jun 16 15:47:24.777851 2025] [http2:warn] [pid 8619:tid 139944384870720] AH02951: mod_ssl does not seem to be enabled,Mon Jun 16 15:47:24.777851 2025,2025-06-16 15:47:24.777851,http2,warn,8619,139944384870720,,,AH02951,AH02951: mod_ssl does not seem to be enabled,SUCCESS,STANDARD_HEADER,
91,[Mon Jun 16 15:47:24.779884 2025] [mpm_event:notice] [pid 8619:tid 139944384870720] AH00489: Apache/2.4.37 (Rocky Linux) configured -- resuming normal operations,Mon Jun 16 15:47:24.779884 2025,2025-06-16 15:47:24.779884,mpm_event,notice,8619,139944384870720,,,AH00489,AH00489: Apache/2.4.37 (Rocky Linux) configured -- resuming normal operations,SUCCESS,STANDARD_HEADER,
92,[Mon Jun 16 15:47:24.779906 2025] [core:notice] [pid 8619:tid 139944384870720] AH00094: Command line: '/usr/sbin/httpd -D FOREGROUND',Mon Jun 16 15:47:24.779906 2025,2025-06-16 15:47:24.779906,core,notice,8619,139944384870720,,,AH00094,AH00094: Command line: '/usr/sbin/httpd -D FOREGROUND',SUCCESS,STANDARD_HEADER,
93,[Mon Jun 16 15:48:39.396243 2025] [proxy:error] [pid 8626:tid 139943615637248] (70007)The timeout specified has expired: AH00957: HTTP: attempt to connect to 210.110.104.16:5000 (210.110.104.16) failed,Mon Jun 16 15:48:39.396243 2025,2025-06-16 15:48:39.396243,proxy,error,8626,139943615637248,,,AH00957,(70007)The timeout specified has expired: AH00957: HTTP: attempt to connect to 210.110.104.16:5000 (210.110.104.16) failed,SUCCESS,STANDARD_HEADER,
94,[Mon Jun 16 15:48:39.396307 2025] [proxy_http:error] [pid 8626:tid 139943615637248] [client 210.110.68.35:60853] AH01114: HTTP: failed to make connection to backend: 210.110.104.16,Mon Jun 16 15:48:39.396307 2025,2025-06-16 15:48:39.396307,proxy_http,error,8626,139943615637248,210.110.68.35,60853,AH01114,AH01114: HTTP: failed to make connection to backend: 210.110.104.16,SUCCESS,STANDARD_HEADER,
95,[Mon Jun 16 15:49:39.499245 2025] [proxy:error] [pid 8626:tid 139943632422656] (70007)The timeout specified has expired: AH00957: HTTP: attempt to connect to 210.110.104.16:5000 (210.110.104.16) failed,Mon Jun 16 15:49:39.499245 2025,2025-06-16 15:49:39.499245,proxy,error,8626,139943632422656,,,AH00957,(70007)The timeout specified has expired: AH00957: HTTP: attempt to connect to 210.110.104.16:5000 (210.110.104.16) failed,SUCCESS,STANDARD_HEADER,
96,"[Mon Jun 16 15:49:39.499301 2025] [proxy_http:error] [pid 8626:tid 139943632422656] [client 210.110.68.35:60860] AH01114: HTTP: failed to make connection to backend: 210.110.104.16, referer: http://114.70.38.81/",Mon Jun 16 15:49:39.499301 2025,2025-06-16 15:49:39.499301,proxy_http,error,8626,139943632422656,210.110.68.35,60860,AH01114,"AH01114: HTTP: failed to make connection to backend: 210.110.104.16, referer: http://114.70.38.81/",SUCCESS,STANDARD_HEADER,
97,[Mon Jun 16 15:49:51.029231 2025] [proxy:error] [pid 8624:tid 139943640815360] (70007)The timeout specified has expired: AH00957: HTTP: attempt to connect to 210.110.104.16:5000 (210.110.104.16) failed,Mon Jun 16 15:49:51.029231 2025,2025-06-16 15:49:51.029231,proxy,error,8624,139943640815360,,,AH00957,(70007)The timeout specified has expired: AH00957: HTTP: attempt to connect to 210.110.104.16:5000 (210.110.104.16) failed,SUCCESS,STANDARD_HEADER,
98,[Mon Jun 16 15:49:51.029320 2025] [proxy_http:error] [pid 8624:tid 139943640815360] [client 114.70.38.81:54374] AH01114: HTTP: failed to make connection to backend: 210.110.104.16,Mon Jun 16 15:49:51.029320 2025,2025-06-16 15:49:51.029320,proxy_http,error,8624,139943640815360,114.70.38.81,54374,AH01114,AH01114: HTTP: failed to make connection to backend: 210.110.104.16,SUCCESS,STANDARD_HEADER,
99,[Mon Jun 16 15:50:51.160318 2025] [proxy:error] [pid 8843:tid 139943788218112] (70007)The timeout specified has expired: AH00957: HTTP: attempt to connect to 210.110.104.16:5000 (210.110.104.16) failed,Mon Jun 16 15:50:51.160318 2025,2025-06-16 15:50:51.160318,proxy,error,8843,139943788218112,,,AH00957,(70007)The timeout specified has expired: AH00957: HTTP: attempt to connect to 210.110.104.16:5000 (210.110.104.16) failed,SUCCESS,STANDARD_HEADER,
100,"[Mon Jun 16 15:50:51.160379 2025] [proxy_http:error] [pid 8843:tid 139943788218112] [client 114.70.38.81:35744] AH01114: HTTP: failed to make connection to backend: 210.110.104.16, referer: http://114.70.38.81/",Mon Jun 16 15:50:51.160379 2025,2025-06-16 15:50:51.160379,proxy_http,error,8843,139943788218112,114.70.38.81,35744,AH01114,"AH01114: HTTP: failed to make connection to backend: 210.110.104.16, referer: http://114.70.38.81/",SUCCESS,STANDARD_HEADER,
101,[Mon Jun 16 15:52:58.166521 2025] [proxy:error] [pid 8624:tid 139943657600768] (70007)The timeout specified has expired: AH00957: HTTP: attempt to connect to 210.110.104.16:5000 (210.110.104.16) failed,Mon Jun 16 15:52:58.166521 2025,2025-06-16 15:52:58.166521,proxy,error,8624,139943657600768,,,AH00957,(70007)The timeout specified has expired: AH00957: HTTP: attempt to connect to 210.110.104.16:5000 (210.110.104.16) failed,SUCCESS,STANDARD_HEADER,
102,[Mon Jun 16 15:52:58.166590 2025] [proxy_http:error] [pid 8624:tid 139943657600768] [client 114.70.38.81:50862] AH01114: HTTP: failed to make connection to backend: 210.110.104.16,Mon Jun 16 15:52:58.166590 2025,2025-06-16 15:52:58.166590,proxy_http,error,8624,139943657600768,114.70.38.81,50862,AH01114,AH01114: HTTP: failed to make connection to backend: 210.110.104.16,SUCCESS,STANDARD_HEADER,
103,"[Mon Jun 16 15:54:50.299467 2025] [mpm_event:notice] [pid 8619:tid 139944384870720] AH00492: caught SIGWINCH, shutting down gracefully",Mon Jun 16 15:54:50.299467 2025,2025-06-16 15:54:50.299467,mpm_event,notice,8619,139944384870720,,,AH00492,"AH00492: caught SIGWINCH, shutting down gracefully",SUCCESS,STANDARD_HEADER,
104,[Mon Jun 16 15:55:18.143070 2025] [suexec:notice] [pid 9255:tid 140660674214208] AH01232: suEXEC mechanism enabled (wrapper: /usr/sbin/suexec),Mon Jun 16 15:55:18.143070 2025,2025-06-16 15:55:18.143070,suexec,notice,9255,140660674214208,,,AH01232,AH01232: suEXEC mechanism enabled (wrapper: /usr/sbin/suexec),SUCCESS,STANDARD_HEADER,
105,"AH00558: httpd: Could not reliably determine the server's fully qualified domain name, using localhost.localdomain. Set the 'ServerName' directive globally to suppress this message",,,,,,,,,AH00558,"AH00558: httpd: Could not reliably determine the server's fully qualified domain name, using localhost.localdomain. Set the 'ServerName' directive globally to suppress this message",PARTIAL,MISSING_TIMESTAMP_HEADER,MISSING_TIMESTAMP_HEADER
106,[Mon Jun 16 15:55:18.154954 2025] [lbmethod_heartbeat:notice] [pid 9255:tid 140660674214208] AH02282: No slotmem from mod_heartmonitor,Mon Jun 16 15:55:18.154954 2025,2025-06-16 15:55:18.154954,lbmethod_heartbeat,notice,9255,140660674214208,,,AH02282,AH02282: No slotmem from mod_heartmonitor,SUCCESS,STANDARD_HEADER,
107,[Mon Jun 16 15:55:18.155496 2025] [http2:warn] [pid 9255:tid 140660674214208] AH02951: mod_ssl does not seem to be enabled,Mon Jun 16 15:55:18.155496 2025,2025-06-16 15:55:18.155496,http2,warn,9255,140660674214208,,,AH02951,AH02951: mod_ssl does not seem to be enabled,SUCCESS,STANDARD_HEADER,
108,[Mon Jun 16 15:55:18.157995 2025] [mpm_event:notice] [pid 9255:tid 140660674214208] AH00489: Apache/2.4.37 (Rocky Linux) configured -- resuming normal operations,Mon Jun 16 15:55:18.157995 2025,2025-06-16 15:55:18.157995,mpm_event,notice,9255,140660674214208,,,AH00489,AH00489: Apache/2.4.37 (Rocky Linux) configured -- resuming normal operations,SUCCESS,STANDARD_HEADER,
109,[Mon Jun 16 15:55:18.158015 2025] [core:notice] [pid 9255:tid 140660674214208] AH00094: Command line: '/usr/sbin/httpd -D FOREGROUND',Mon Jun 16 15:55:18.158015 2025,2025-06-16 15:55:18.158015,core,notice,9255,140660674214208,,,AH00094,AH00094: Command line: '/usr/sbin/httpd -D FOREGROUND',SUCCESS,STANDARD_HEADER,
110,"[Mon Jun 16 15:55:29.562488 2025] [mpm_event:notice] [pid 9255:tid 140660674214208] AH00492: caught SIGWINCH, shutting down gracefully",Mon Jun 16 15:55:29.562488 2025,2025-06-16 15:55:29.562488,mpm_event,notice,9255,140660674214208,,,AH00492,"AH00492: caught SIGWINCH, shutting down gracefully",SUCCESS,STANDARD_HEADER,
111,[Mon Jun 16 15:55:45.999867 2025] [suexec:notice] [pid 1028:tid 140344454240576] AH01232: suEXEC mechanism enabled (wrapper: /usr/sbin/suexec),Mon Jun 16 15:55:45.999867 2025,2025-06-16 15:55:45.999867,suexec,notice,1028,140344454240576,,,AH01232,AH01232: suEXEC mechanism enabled (wrapper: /usr/sbin/suexec),SUCCESS,STANDARD_HEADER,
112,"AH00558: httpd: Could not reliably determine the server's fully qualified domain name, using localhost.localdomain. Set the 'ServerName' directive globally to suppress this message",,,,,,,,,AH00558,"AH00558: httpd: Could not reliably determine the server's fully qualified domain name, using localhost.localdomain. Set the 'ServerName' directive globally to suppress this message",PARTIAL,MISSING_TIMESTAMP_HEADER,MISSING_TIMESTAMP_HEADER
113,[Mon Jun 16 15:55:46.024868 2025] [lbmethod_heartbeat:notice] [pid 1028:tid 140344454240576] AH02282: No slotmem from mod_heartmonitor,Mon Jun 16 15:55:46.024868 2025,2025-06-16 15:55:46.024868,lbmethod_heartbeat,notice,1028,140344454240576,,,AH02282,AH02282: No slotmem from mod_heartmonitor,SUCCESS,STANDARD_HEADER,
114,[Mon Jun 16 15:55:46.025554 2025] [http2:warn] [pid 1028:tid 140344454240576] AH02951: mod_ssl does not seem to be enabled,Mon Jun 16 15:55:46.025554 2025,2025-06-16 15:55:46.025554,http2,warn,1028,140344454240576,,,AH02951,AH02951: mod_ssl does not seem to be enabled,SUCCESS,STANDARD_HEADER,
115,[Mon Jun 16 15:55:46.033116 2025] [mpm_event:notice] [pid 1028:tid 140344454240576] AH00489: Apache/2.4.37 (Rocky Linux) configured -- resuming normal operations,Mon Jun 16 15:55:46.033116 2025,2025-06-16 15:55:46.033116,mpm_event,notice,1028,140344454240576,,,AH00489,AH00489: Apache/2.4.37 (Rocky Linux) configured -- resuming normal operations,SUCCESS,STANDARD_HEADER,
116,[Mon Jun 16 15:55:46.033138 2025] [core:notice] [pid 1028:tid 140344454240576] AH00094: Command line: '/usr/sbin/httpd -D FOREGROUND',Mon Jun 16 15:55:46.033138 2025,2025-06-16 15:55:46.033138,core,notice,1028,140344454240576,,,AH00094,AH00094: Command line: '/usr/sbin/httpd -D FOREGROUND',SUCCESS,STANDARD_HEADER,
